ID	length	GC_num	IC_num	goodC_num	IC%	MD	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	f_MEC	f_OLS	f_OLS/MD^2	f_FMC	f_fastmeC	f_newC	f_newC/nonIC_num	f_tree_length	f_topo	f_jk30	f_jk50	f_jk70	U_MEC	U_OLS	U_OLS/MD^2	U_FMC	U_fastmeC	U_newC	U_newC/nonIC_num	U_tree_length	U_topo	U_jk30	U_jk50	U_jk70	f/U_MEC	f/U_OLS	f/U_FMC	f/U_fastmeC	f/U_newC	f/U_topo	f/U_jk30	f/U_jk50	f/U_jk70	division
Pf_744_PF01715_1	271	38	25	208	9.23	1.1839	0.0001	0.03	0.0493	0.08	0.1029	0.13	0.1575	0.1956	0.2424	0.3285	0.79	0.0001	0.011	0.0211	0.0324	0.0456	0.0607	0.077	0.097	0.1153	0.155	0.5547	0	0.0057	0.0114	0.0191	0.0257	0.0327	0.0407	0.0515	0.0644	0.0799	0.1828	5.866	0.7212	0.5145	0.4471	0.2795	167414	680.54	6.945	1205	827	968	1064	5.7512	1.5838	1.1300	1.36	0.2799	167725	681.81	6.81	1198	854	951	1008	1.02	0.4554	0.3296	0.9986	0.9981	1.0058	0.9684	1.0179	1.0556	UPGMA
Pf_745_PF07479_1	146	9	31	106	21.23	0.8337	0.0004	0.03	0.0642	0.1	0.1602	0.2	0.2597	0.3139	0.396	0.5454	1.2066	0.0003	0.0176	0.0361	0.0576	0.0837	0.1089	0.1379	0.1729	0.2247	0.3021	0.5563	0	0.0072	0.0137	0.0209	0.0293	0.0383	0.0488	0.0618	0.0763	0.0988	0.2163	5.6084	0.5522	0.7945	0.7387	0.2693	90662	788.37	4.676	1120	702	830	925	5.5132	2.3801	3.4243	3.75	0.27	90189	784.25	4.597	1069	791	910	1034	1.0173	0.2320	0.1969	0.9974	1.0052	1.0477	0.8875	0.9121	0.8946	fitch
Pf_746_PF00886_1	62	3	14	45	22.58	0.7047	0.0007	0.02	0.0538	0.09	0.114	0.14	0.176	0.2179	0.2614	0.3172	0.6085	0.0005	0.0192	0.0418	0.0662	0.0887	0.1102	0.1386	0.1675	0.2087	0.2696	0.605	0.0001	0.0101	0.0208	0.0313	0.0437	0.0578	0.0718	0.0912	0.1142	0.1413	0.2841	5.9234	0.8067	1.6244	1.4936	0.2874	35722	744.21	4.174	1061	407	571	645	5.8898	1.4196	2.8586	2.94	0.2866	35303	735.48	4.15	1036	460	660	842	1.0057	0.5683	0.5086	1.0028	1.0119	1.0241	0.8848	0.8652	0.766	UPGMA
Pf_749_PF01411_1	583	233	126	224	21.61	0.5962	0.0017	0.04	0.074	0.12	0.1443	0.18	0.2147	0.2595	0.3322	0.4318	1.0366	0.0005	0.0146	0.0257	0.0377	0.0526	0.0657	0.0847	0.1052	0.1314	0.1827	0.4418	0.0001	0.0051	0.0102	0.0159	0.0211	0.028	0.0348	0.0418	0.0522	0.0696	0.1516	5.9108	0.1166	0.3280	0.2814	0.2812	251637	550.63	3.524	1218	872	968	1041	6.0018	0.53	1.4910	1.64	0.2845	249827	546.67	3.578	1165	853	977	1077	0.9848	0.2200	0.1714	0.9884	1.0072	1.0455	1.0223	0.9908	0.9666	fitch
Pf_756_PF00140_1	37	2	14	21	37.84	0.3893	0	0.02	0.0581	0.1	0.1233	0.17	0.2335	0.2953	0.4437	0.637	1.7623	0	0.0115	0.0308	0.0494	0.0734	0.1098	0.1677	0.2347	0.2995	0.4032	1.0807	0	0.0009	0.0062	0.016	0.0257	0.035	0.051	0.0698	0.0898	0.134	0.4032	4.1482	0.2454	1.6192	1.6757	0.1983	20124	874.96	1.615	1170	490	628	757	4.3176	1.0334	6.8187	5.48	0.2004	20182	877.48	1.68	1112	557	718	834	0.9608	0.2375	0.3057	0.9895	0.9971	1.0522	0.8797	0.8747	0.9077	fitch
Pf_759_PF00861_1	122	11	30	81	24.59	0.6171	0	0.03	0.0554	0.09	0.117	0.15	0.1886	0.2326	0.2901	0.3956	0.8785	0	0.0175	0.0348	0.0507	0.0719	0.0926	0.1215	0.1551	0.1862	0.2342	0.4592	0	0.0084	0.0172	0.0248	0.0346	0.0441	0.0552	0.0681	0.0857	0.111	0.2435	5.3732	0.3469	0.9109	0.8975	0.258	75251	817.95	3.316	1220	603	789	898	5.4404	1.0307	2.7066	2.34	0.2593	75712	822.96	3.357	1200	635	822	934	0.9876	0.3366	0.3835	0.995	0.9939	1.0167	0.9496	0.9599	0.9615	UPGMA
Pf_763_PF01926_3	125	5	38	82	30.4	0.553	0.0005	0.03	0.0525	0.08	0.106	0.14	0.1763	0.2076	0.2486	0.3199	0.7838	0.0004	0.0129	0.0282	0.0445	0.0644	0.0852	0.1003	0.1218	0.1529	0.2207	0.4794	0	0.0077	0.0148	0.0235	0.0307	0.0402	0.0514	0.063	0.0789	0.1047	0.2409	5.3928	0.2602	0.8509	0.9147	0.2587	70630	811.84	2.982	1240	638	798	911	5.362	0.6389	2.0892	2.06	0.2619	69263	796.13	2.966	1173	692	883	981	1.0057	0.4073	0.4435	0.9878	1.0197	1.0571	0.922	0.9037	0.9286	UPGMA
Pf_768_PF00448_1	202	2	64	136	31.68	0.539	0	0.03	0.0611	0.1	0.1185	0.16	0.1851	0.239	0.2959	0.3706	0.5567	0	0.0129	0.0291	0.0435	0.0597	0.0754	0.0959	0.1207	0.1544	0.2058	0.5083	0.0001	0.0067	0.013	0.0205	0.0284	0.0368	0.0466	0.0572	0.0689	0.0881	0.2646	5.6028	0.2176	0.7490	0.5602	0.2675	111497	807.95	3.02	1171	684	784	871	5.5174	0.6808	2.3434	2.02	0.2688	109971	796.89	2.974	1125	713	846	963	1.0155	0.3196	0.277	0.9952	1.0139	1.0409	0.9593	0.9267	0.9045	UPGMA
Pf_770_PF07650_1	77	3	13	61	16.88	0.5693	0.0001	0.03	0.0545	0.08	0.1041	0.13	0.1579	0.1821	0.2249	0.3211	0.603	0.0001	0.0165	0.0336	0.0493	0.0656	0.0811	0.1067	0.1294	0.1548	0.2122	0.6474	0.0001	0.0083	0.0172	0.0266	0.0366	0.0465	0.0582	0.0732	0.0909	0.1193	0.2829	5.7092	0.4212	1.2996	1.1056	0.2742	42336	661.5	3.25	1118	546	700	809	5.7162	0.5737	1.7701	1.96	0.2767	42290	660.78	3.254	1086	665	836	976	0.9988	0.7342	0.5627	0.991	1.0011	1.0295	0.8211	0.8373	0.8289	fitch
Pf_779_PF05491_1	76	0	27	49	35.53	0.5197	0.0004	0.02	0.057	0.09	0.1287	0.16	0.1988	0.2419	0.2966	0.3925	0.7276	0.0002	0.0176	0.0408	0.0691	0.0898	0.1187	0.1562	0.1942	0.2333	0.2882	0.598	0.0001	0.009	0.0205	0.0307	0.0422	0.0544	0.0704	0.0874	0.1097	0.138	0.3268	5.6686	0.4406	1.6313	1.4485	0.2735	35074	715.8	2.946	1058	494	640	815	5.7148	1.4969	5.5423	4.34	0.2785	34410	702.24	2.97	978	525	711	878	0.9919	0.2943	0.3339	0.982	1.0193	1.0818	0.941	0.9001	0.9282	UPGMA
Pf_782_PF00383_1	131	37	18	76	13.74	0.7328	0.0001	0.03	0.0516	0.08	0.1191	0.16	0.2131	0.2559	0.3093	0.408	0.9859	0.0001	0.0201	0.0401	0.0681	0.0914	0.1258	0.1633	0.2093	0.2506	0.2954	0.619	0	0.0099	0.021	0.0297	0.0416	0.0541	0.0712	0.0883	0.1115	0.1428	0.2993	6.3574	1.033	1.9237	1.5013	0.3061	42489	376.01	4.659	919	360	539	671	6.3826	2.1859	4.0706	3.49	0.3256	41946	371.2	4.677	760	459	635	845	0.9961	0.4726	0.4297	0.9401	1.0129	1.2092	0.7843	0.8488	0.7941	fitch
Pf_783_PF01746_1	216	21	44	151	20.37	0.7671	0.0004	0.04	0.07	0.1	0.1394	0.18	0.2159	0.2738	0.3426	0.4842	1.0855	0.0003	0.0187	0.0343	0.0503	0.0675	0.0883	0.1127	0.1357	0.1676	0.2284	0.4351	0	0.0075	0.014	0.0222	0.0287	0.0361	0.0457	0.0551	0.0679	0.0855	0.1771	6.188	0.3571	0.6069	0.5274	0.298	95869	557.38	4.747	1125	579	743	934	6.1922	1.4275	2.4259	2.13	0.3035	94475	549.27	4.75	1001	541	692	883	0.9993	0.2502	0.248	0.9819	1.0148	1.1239	1.0702	1.0737	1.0578	fitch
Pf_784_PF00347_1	85	10	20	55	23.53	0.5348	0.0001	0.02	0.0531	0.09	0.121	0.15	0.1931	0.235	0.2936	0.3716	0.847	0	0.0148	0.0385	0.0601	0.0846	0.115	0.1465	0.1933	0.2387	0.2862	0.6701	0.0001	0.0088	0.0182	0.0293	0.0391	0.0503	0.0647	0.0819	0.1027	0.1388	0.3134	6.0158	0.637	2.2272	1.5254	0.2906	34630	532.77	3.217	1034	397	555	731	6.146	0.9227	3.2261	2.99	0.2988	33841	520.63	3.286	956	411	637	804	0.9788	0.6904	0.5101	0.9726	1.0233	1.0816	0.9659	0.8713	0.9092	UPGMA
Pf_785_PF01272_1	79	3	10	66	12.66	0.9047	0.0014	0.02	0.0465	0.07	0.1036	0.13	0.1614	0.1896	0.2467	0.3278	0.6845	0.001	0.016	0.0322	0.0563	0.0742	0.0978	0.1256	0.1596	0.2075	0.2805	0.6449	0.0001	0.0097	0.0201	0.0298	0.041	0.0527	0.0671	0.0888	0.1101	0.1445	0.3811	5.6084	1.4464	1.7672	1.6619	0.272	45926	665.59	5.074	1113	659	867	1009	5.6014	2.8019	3.4233	3.32	0.2716	45922	665.54	5.068	1111	727	954	1053	1.0012	0.5162	0.5001	1.0015	1.0001	1.0018	0.9065	0.9088	0.9582	UPGMA
Pf_792_PF03054_1	382	59	55	268	14.4	1.0581	0.0002	0.02	0.0494	0.08	0.1033	0.13	0.161	0.1965	0.2341	0.2883	0.6847	0.0001	0.0092	0.0167	0.0271	0.0379	0.0474	0.0584	0.0764	0.0934	0.1218	0.2679	0	0.0053	0.0099	0.0155	0.0212	0.0271	0.0343	0.0424	0.0531	0.0708	0.1557	5.439	0.4246	0.3793	0.3428	0.2591	251483	769.06	5.755	1230	935	1019	1063	5.439	0.7383	0.6594	0.66	0.2606	250553	766.22	5.756	1210	972	1059	1124	1	0.5751	0.5193	0.9942	1.0037	1.0165	0.9619	0.9622	0.9457	fitch
Pf_794_PF00584_1	60	3	4	53	6.67	1.2039	0.0002	0.02	0.0436	0.07	0.098	0.12	0.16	0.1972	0.2334	0.3031	0.5713	0.0001	0.0161	0.0346	0.0566	0.0763	0.0976	0.1222	0.1614	0.2128	0.2904	0.8526	0.0003	0.0101	0.0209	0.0326	0.0451	0.0575	0.0747	0.0922	0.1175	0.1566	0.3552	5.3718	2.8459	1.9635	1.6493	0.2577	45156	806.36	6.467	1127	491	647	813	5.3718	4.2332	2.9207	3.07	0.2603	45268	808.36	6.466	1116	566	783	941	1	0.6723	0.5374	0.99	0.9975	1.0099	0.8675	0.8263	0.864	UPGMA
Pf_795_PF00398_1	297	67	29	201	9.76	1.1118	0.0002	0.02	0.0513	0.07	0.0988	0.12	0.1434	0.168	0.2004	0.238	0.4148	0.0001	0.0103	0.0224	0.0327	0.0443	0.0555	0.0703	0.0825	0.1032	0.1384	0.4635	0	0.0063	0.012	0.0192	0.0265	0.0338	0.0427	0.0546	0.0684	0.0919	0.207	5.6224	1.0399	0.8413	0.585	0.2737	186993	697.74	6.251	1206	867	990	1079	5.6378	1.264	1.0226	0.79	0.2735	186669	696.53	6.268	1195	924	1004	1074	0.9973	0.8227	0.7443	1.0007	1.0017	1.0092	0.9383	0.9861	1.0047	UPGMA
Pf_796_PF07498_1	44	3	3	38	6.82	0.9613	0.0004	0.03	0.0591	0.08	0.1079	0.14	0.1784	0.2159	0.2597	0.3222	0.712	0.0004	0.0307	0.0548	0.0762	0.1007	0.1301	0.1663	0.2075	0.2623	0.3504	0.9722	0.0002	0.0129	0.0249	0.0377	0.0556	0.0722	0.0886	0.1106	0.1385	0.1767	0.348	5.5188	2.5356	2.7439	2.3818	0.2691	29338	715.56	5.305	1085	432	566	731	5.6546	4.8333	5.2303	5.13	0.2805	28884	704.49	5.437	991	467	649	802	0.976	0.5246	0.4641	0.9594	1.0157	1.0949	0.9251	0.8721	0.9115	UPGMA
Pf_799_PF01416_2	103	4	7	92	6.8	1.0722	0.0003	0.03	0.0483	0.07	0.1024	0.13	0.1565	0.1886	0.2329	0.3258	0.9037	0.0003	0.021	0.0376	0.0569	0.077	0.1056	0.1316	0.163	0.2072	0.2779	0.6093	0	0.0099	0.0201	0.0308	0.0431	0.0563	0.0722	0.0896	0.1124	0.1501	0.3647	6.202	2.7378	2.3815	1.3178	0.299	55734	580.56	6.65	1004	429	626	793	6.3042	3.8579	3.3558	2.72	0.3108	54667	569.45	6.76	857	518	699	823	0.9838	0.7097	0.4844	0.962	1.0195	1.1715	0.8282	0.8956	0.9635	fitch
Pf_800_PF00203_1	81	12	23	46	28.4	0.3815	0.0002	0.02	0.0517	0.08	0.1041	0.13	0.1742	0.2074	0.261	0.3663	1.0415	0.0001	0.0107	0.0319	0.0502	0.0643	0.0843	0.1121	0.1387	0.1888	0.238	0.599	0	0.0061	0.0145	0.0235	0.0332	0.0439	0.0542	0.0692	0.0886	0.1175	0.3408	5.2248	0.1794	1.2326	1.1594	0.2532	36846	635.28	1.993	1184	604	766	866	5.2304	0.346	2.3773	2.17	0.2564	36637	631.67	1.994	1161	655	853	998	0.9989	0.5185	0.5342	0.9875	1.0057	1.0198	0.9221	0.898	0.8677	UPGMA
Pf_801_PF01043_1	138	28	27	83	19.57	0.7733	0.0002	0.03	0.0481	0.07	0.1001	0.14	0.1809	0.2311	0.2751	0.3521	0.9078	0.0002	0.0154	0.0296	0.0503	0.0715	0.1003	0.1242	0.1606	0.208	0.3182	0.4774	0.0001	0.0086	0.0185	0.0278	0.0394	0.0505	0.0653	0.0808	0.1043	0.1342	0.292	5.8282	0.9219	1.5417	1.2996	0.2785	74100	667.57	4.507	1098	636	837	960	5.9766	2.2541	3.7694	3.46	0.2825	71194	641.39	4.621	993	555	640	741	0.9752	0.4090	0.3752	0.9858	1.0408	1.1057	1.1459	1.3078	1.2955	fitch
Pf_807_PF02881_1	85	18	4	63	4.71	1.0696	0.001	0.04	0.0818	0.12	0.147	0.19	0.2493	0.3142	0.3954	0.5486	1.4815	0.0006	0.0209	0.0409	0.0612	0.0811	0.1009	0.1306	0.1611	0.2078	0.2977	0.6766	0.0001	0.0063	0.0137	0.0207	0.0296	0.0391	0.0483	0.059	0.074	0.0962	0.2326	4.9448	1.1208	0.9797	0.8058	0.2376	55700	687.65	5.289	1062	659	799	926	4.9798	3.0501	2.6661	3.73	0.2396	56426	696.62	5.326	974	715	866	990	0.993	0.3675	0.2158	0.9917	0.9871	1.0903	0.9217	0.9226	0.9354	UPGMA
Pf_812_PF02801_1	117	9	35	73	29.91	0.557	0.0006	0.03	0.0583	0.09	0.1238	0.16	0.2033	0.2687	0.3612	0.4651	0.8904	0.0004	0.0198	0.0381	0.0634	0.0913	0.1165	0.1535	0.1978	0.2553	0.3359	0.6016	0	0.0083	0.0188	0.0277	0.0378	0.0493	0.0623	0.0787	0.1021	0.1333	0.3131	6.083	0.4444	1.4324	1.1844	0.2942	52995	646.28	3.388	1017	433	609	713	6.0424	1.296	4.1773	4.29	0.2957	51916	633.12	3.366	908	480	638	799	1.0067	0.3429	0.2762	0.9949	1.0208	1.12	0.9021	0.9545	0.8924	UPGMA
Pf_814_PF00883_1	314	12	64	238	20.38	0.7309	0.0003	0.03	0.0597	0.09	0.129	0.17	0.2057	0.2434	0.3058	0.3696	0.8013	0.0001	0.013	0.0239	0.0401	0.0543	0.0672	0.087	0.1032	0.1282	0.1693	0.3749	0	0.0061	0.0116	0.0171	0.0232	0.0302	0.0389	0.0474	0.0584	0.0774	0.15	5.4894	0.2334	0.4369	0.4365	0.2628	207990	831.96	4.012	1196	698	838	953	5.4642	0.7549	1.4131	1.3	0.2657	206956	827.82	3.994	1103	781	932	1057	1.0046	0.3092	0.3348	0.9891	1.005	1.0843	0.8937	0.8991	0.9016	fitch
Pf_817_PF01192_1	59	5	13	41	22.03	0.748	0.0006	0.03	0.0459	0.08	0.1136	0.15	0.1865	0.2331	0.284	0.3704	0.7957	0.0005	0.0193	0.0427	0.0643	0.0943	0.1242	0.1623	0.2	0.2425	0.326	0.7808	0.0001	0.0121	0.0232	0.035	0.0488	0.0617	0.0782	0.0956	0.1198	0.1542	0.3366	5.2444	1.1818	2.1122	1.8156	0.254	35732	776.78	3.923	1098	531	702	787	5.3438	2.5237	4.5106	4.95	0.262	35834	779	3.997	1019	576	726	911	0.9814	0.4683	0.3668	0.9695	0.9972	1.0775	0.9219	0.9669	0.8639	UPGMA
Pf_818_PF03484_1	74	6	8	60	10.81	1.3487	0.0003	0.02	0.041	0.06	0.0863	0.11	0.1445	0.1666	0.1966	0.2374	0.4636	0.0002	0.0176	0.0326	0.0474	0.0715	0.0962	0.1216	0.1507	0.195	0.2697	0.6679	0.0001	0.0115	0.0219	0.0336	0.047	0.0628	0.0807	0.1018	0.1318	0.1752	0.3977	5.7498	4.3008	2.3644	1.7122	0.2777	49802	754.58	7.755	1114	472	739	900	5.8506	6.5985	3.6276	3.15	0.2807	49285	746.74	7.891	1087	524	725	834	0.9828	0.6518	0.544	0.9893	1.0105	1.0248	0.9008	1.0193	1.0791	UPGMA
Pf_819_PF00580_1	310	53	54	203	17.42	0.824	0.0013	0.04	0.0707	0.1	0.1508	0.2	0.2613	0.3043	0.3531	0.4484	1.1303	0.0006	0.0143	0.0266	0.0417	0.0562	0.0732	0.0924	0.1168	0.1326	0.172	0.3018	0	0.005	0.0091	0.0148	0.021	0.0272	0.0342	0.0435	0.0553	0.0722	0.1412	5.5594	0.2987	0.4399	0.3919	0.2655	157541	615.39	4.581	1095	728	833	946	5.6056	0.9202	1.3553	1.15	0.2677	159556	623.27	4.619	1030	770	827	939	0.9918	0.3246	0.3408	0.9918	0.9874	1.0631	0.9455	1.0073	1.0075	UPGMA
Pf_820_PF08275_1	133	14	18	101	13.53	1.0629	0.0002	0.02	0.0514	0.07	0.0987	0.12	0.1551	0.1928	0.2324	0.2884	0.5045	0.0001	0.0125	0.0274	0.0413	0.0556	0.0695	0.0881	0.1142	0.1512	0.1986	0.4291	0	0.0081	0.0159	0.0229	0.0322	0.0417	0.0528	0.0672	0.0855	0.1117	0.2293	6.4596	1.0953	0.9695	0.7668	0.3114	65190	566.87	6.866	1105	452	646	841	6.4904	1.8685	1.6539	1.63	0.3132	64982	565.06	6.898	1065	490	669	820	0.9953	0.5862	0.47	0.9943	1.0032	1.0376	0.9224	0.9656	1.0256	fitch
Pf_821_PF00254_1	114	31	4	79	3.51	1.1142	0.0001	0.02	0.0429	0.08	0.1116	0.14	0.1723	0.2087	0.2525	0.3112	0.7146	0.0001	0.0187	0.0401	0.0686	0.0984	0.126	0.1606	0.1977	0.2495	0.3151	0.8134	0.0001	0.0113	0.0244	0.0369	0.0524	0.0682	0.0846	0.1029	0.1304	0.1674	0.4946	5.9766	2.82	2.2716	1.9992	0.2899	51528	468.44	6.659	1041	466	688	846	5.9822	6.1337	4.9408	3.99	0.3028	51962	472.38	6.665	972	654	784	913	0.9991	0.4598	0.5016	0.9574	0.9916	1.071	0.7125	0.8776	0.9266	UPGMA
Pf_824_PF14450_1	189	25	12	152	6.35	1.2026	0.0007	0.03	0.0626	0.1	0.1403	0.17	0.2	0.2502	0.2984	0.4085	0.8175	0.0004	0.0183	0.0371	0.0563	0.0793	0.101	0.129	0.1637	0.1928	0.2561	0.5103	0	0.008	0.0164	0.0243	0.0342	0.0437	0.0555	0.0698	0.0866	0.1132	0.22	5.5622	1.6211	1.1209	0.9443	0.2682	129926	734.05	6.689	1204	810	940	1028	5.4068	5.7402	3.9690	3.42	0.2676	130622	737.98	6.502	1178	1009	1098	1125	1.0287	0.2824	0.2758	1.0022	0.9947	1.0221	0.8028	0.8561	0.9138	fitch
Pf_825_PF00163_1	101	14	14	73	13.86	0.7612	0.0002	0.04	0.082	0.11	0.1504	0.2	0.2592	0.3153	0.3844	0.4996	1.3218	0.0001	0.0155	0.0349	0.0561	0.073	0.1005	0.1206	0.1519	0.1988	0.2508	0.7391	0	0.0059	0.0117	0.0179	0.0246	0.0329	0.0412	0.0519	0.0664	0.0944	0.2859	4.8566	0.4253	0.7340	0.604	0.2327	83268	957.1	3.697	1237	621	796	962	4.7026	1.7654	3.0468	2.52	0.2412	83224	956.6	3.58	1166	756	900	988	1.0327	0.2409	0.24	0.9648	1.0005	1.0609	0.8214	0.8844	0.9737	fitch
Pf_829_PF01434_1	213	12	49	152	23	0.6344	0	0.03	0.0573	0.09	0.1366	0.17	0.205	0.2565	0.3141	0.4451	1.0921	0	0.0142	0.0317	0.0488	0.063	0.0824	0.1076	0.1344	0.1731	0.2191	0.4238	0	0.0061	0.0128	0.0205	0.0278	0.0353	0.0446	0.0577	0.0724	0.0898	0.1951	5.3676	0.3299	0.8197	0.7042	0.2579	139606	851.26	3.405	1248	859	986	1085	5.3508	0.8481	2.1073	1.84	0.2639	138246	842.96	3.395	1159	809	950	1021	1.0031	0.3890	0.3834	0.9773	1.0098	1.0768	1.0618	1.0379	1.0627	fitch
Pf_830_PF14622_1	133	9	17	107	12.78	0.9652	0.0004	0.03	0.0463	0.07	0.0951	0.12	0.1499	0.1763	0.2042	0.2558	0.5311	0.0003	0.0165	0.0295	0.0478	0.067	0.0879	0.1095	0.1346	0.1718	0.2176	0.4549	0	0.0106	0.0202	0.0307	0.042	0.0527	0.0655	0.0808	0.1023	0.1318	0.2624	6.2958	1.2041	1.2925	1.0602	0.3018	67716	583.76	6.077	1077	442	667	846	6.3448	2.0899	2.2433	1.94	0.3027	67213	579.42	6.123	1019	442	640	757	0.9923	0.5762	0.5469	0.997	1.0075	1.0569	1	1.0422	1.1176	fitch
Pf_832_PF01255_1	224	12	50	162	22.32	0.8392	0.0004	0.03	0.0571	0.08	0.1121	0.15	0.1738	0.219	0.2543	0.3148	0.549	0.0002	0.0134	0.0296	0.0411	0.0602	0.0756	0.0938	0.1133	0.1368	0.1734	0.3249	0	0.0071	0.0147	0.0216	0.0296	0.0372	0.0476	0.0609	0.076	0.0955	0.1959	5.9794	0.5007	0.7110	0.6321	0.2859	119541	687.02	5.018	1125	727	926	1004	5.9724	0.9828	1.3955	1.41	0.289	119245	685.32	5.013	1076	748	897	992	1.0012	0.5095	0.448	0.9893	1.0025	1.0455	0.9719	1.0323	1.0121	UPGMA
Pf_838_PF00338_1	97	0	42	55	43.3	0.2615	0.0001	0.02	0.0558	0.1	0.1442	0.2	0.2504	0.3379	0.4368	0.5912	1.3882	0.0001	0.0115	0.0317	0.0507	0.072	0.093	0.1171	0.1647	0.2172	0.3066	0.6164	0	0.0051	0.0115	0.0214	0.0278	0.036	0.0458	0.0545	0.0709	0.0962	0.2029	4.3974	0.0613	0.8964	0.7025	0.2113	46344	842.62	1.15	1261	681	822	925	4.2126	0.4021	5.8802	4.77	0.2119	46394	843.53	1.102	1233	767	947	1064	1.0439	0.1524	0.1473	0.9972	0.9989	1.0227	0.8879	0.868	0.8694	fitch
Pf_839_PF00448_1	202	1	55	146	27.23	0.5856	0.0002	0.03	0.0591	0.09	0.125	0.16	0.1975	0.2454	0.3496	0.496	1.093	0.0001	0.011	0.0225	0.036	0.0478	0.0664	0.0872	0.1149	0.1391	0.1864	0.3519	0	0.004	0.0093	0.0158	0.0219	0.0289	0.0366	0.045	0.0573	0.077	0.1577	6.048	0.1741	0.5077	0.4302	0.288	103291	702.66	3.542	1221	709	858	936	6.0074	0.5313	1.5493	1.49	0.2904	102127	694.74	3.519	1137	752	897	952	1.0068	0.3277	0.2878	0.9917	1.0114	1.0739	0.9428	0.9565	0.9832	UPGMA
Pf_842_PF09334_1	416	66	51	299	12.26	1.1739	0.0023	0.04	0.0668	0.1	0.1316	0.16	0.1868	0.2285	0.2858	0.3854	1.104	0.0004	0.0094	0.0198	0.0281	0.0392	0.0509	0.0652	0.0781	0.0972	0.1338	0.3464	0	0.0036	0.0072	0.012	0.0171	0.0225	0.0285	0.0358	0.0472	0.0643	0.1673	4.2952	0.5354	0.3885	0.3448	0.2047	355449	973.83	5.042	1117	668	765	846	4.242	2.0529	1.4897	1.09	0.2078	355667	974.43	4.98	921	772	802	854	1.0125	0.2608	0.3171	0.9851	0.9994	1.2128	0.8653	0.9539	0.9906	UPGMA
Pf_848_PF00380_1	122	1	36	85	29.51	0.5473	0.0001	0.03	0.0627	0.1	0.1251	0.15	0.1831	0.2188	0.265	0.352	0.8561	0.0001	0.0166	0.0351	0.0547	0.0695	0.0943	0.1114	0.1288	0.1653	0.2229	0.845	0.0001	0.0068	0.0143	0.0235	0.0317	0.0424	0.0535	0.0674	0.0841	0.1112	0.2436	5.2234	0.35	1.1685	1.0944	0.2519	69664	810.05	2.859	1212	709	898	1003	5.4152	0.8524	2.8457	3.06	0.253	69524	808.42	2.964	1181	700	856	975	0.9646	0.4106	0.3578	0.9957	1.002	1.0262	1.0129	1.0491	1.0287	UPGMA
Pf_852_PF01926_2	211	52	68	91	32.23	0.4346	0.0001	0.03	0.0532	0.08	0.1215	0.16	0.1929	0.2367	0.2867	0.3596	0.5442	0.0001	0.0228	0.039	0.0622	0.0825	0.1082	0.1416	0.1854	0.252	0.3235	0.6637	0	0.0084	0.0173	0.0267	0.0381	0.0508	0.068	0.0885	0.1241	0.1717	0.4037	5.3998	0.2912	1.5417	1.5006	0.2598	91718	641.38	2.347	1188	711	872	977	5.467	0.6966	3.6881	3.82	0.2612	92050	643.71	2.376	1181	736	879	954	0.9877	0.4180	0.3925	0.9946	0.9964	1.0059	0.966	0.992	1.0241	UPGMA
Pf_853_PF00696_1	211	1	46	164	21.8	0.6228	0.0001	0.03	0.0548	0.08	0.1066	0.16	0.197	0.2422	0.2954	0.3474	0.6711	0.0001	0.014	0.0257	0.0427	0.0606	0.0789	0.0983	0.1215	0.1573	0.2044	0.4552	0.0001	0.0069	0.0138	0.0215	0.0293	0.0371	0.0472	0.0609	0.0761	0.099	0.2143	5.5636	0.3089	0.7964	0.708	0.2668	123326	747.43	3.465	1217	823	925	1015	5.6098	1.0238	2.6395	2.51	0.2706	122488	742.35	3.493	1149	781	869	954	0.9918	0.3017	0.2825	0.986	1.0068	1.0592	1.0538	1.0644	1.0639	fitch
Pf_855_PF05362_1	224	20	61	143	27.23	0.5498	0.0003	0.02	0.0555	0.08	0.1047	0.14	0.1678	0.2156	0.2852	0.3705	0.6656	0.0001	0.0142	0.0292	0.0389	0.0539	0.0706	0.0868	0.1086	0.1422	0.1949	0.5028	0	0.0061	0.0128	0.0186	0.027	0.0353	0.0474	0.0613	0.0761	0.1002	0.2656	5.8114	0.2533	0.8380	0.7732	0.2789	92115	565.12	3.195	1109	667	831	1000	5.7848	0.4567	1.5109	1.81	0.2785	91833	563.39	3.18	1104	669	888	1020	1.0046	0.5546	0.4261	1.0014	1.0031	1.0045	0.997	0.9358	0.9804	UPGMA
