ID	length	GC_num	IC_num	goodC_num	IC%	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	MEC	OLS	OLS/MD^2	FMC	fastmeC	newC	newC/nonIC_num	tree_length	MD	topo	jk30	jk50	jk70	division
F_824_PF03849_1	438	91	64	283	14.61	0.0005	0.03	0.0594	0.08	0.113	0.1459	0.1745	0.212	0.2635	0.3402	1.0221	0.0002	0.0085	0.0167	0.0268	0.034	0.0452	0.0562	0.0705	0.0969	0.1274	0.223	0	0.0039	0.0075	0.0115	0.016	0.0212	0.0273	0.0358	0.0452	0.0646	0.1442	4.5178	0.2805	0.3544	0.3327	0.2165	338499	905.08	4.019	0.8896	1354	1098	1144	1173	good
F_825_PF05922_1	108	36	5	67	4.63	0.0001	0.03	0.0616	0.1	0.1234	0.1621	0.204	0.2435	0.3069	0.4209	1.1055	0.0001	0.0222	0.0455	0.0776	0.1061	0.1325	0.1723	0.2133	0.2646	0.3551	0.88	0.0001	0.0103	0.0195	0.0292	0.0433	0.059	0.0747	0.094	0.1199	0.15	0.3387	5.8912	3.6927	2.2627	1.3691	0.2835	60620	588.54	7.526	1.2775	1020	516	742	924	bad
F_826_PF02463_1	1241	187	157	897	12.65	0.0007	0.04	0.0828	0.12	0.1701	0.2163	0.2724	0.3227	0.408	0.6074	1.3759	0.0001	0.0075	0.0139	0.0226	0.0327	0.0424	0.059	0.0766	0.1038	0.16	0.3428	0	0.0023	0.0048	0.0077	0.0105	0.0138	0.018	0.0239	0.0335	0.0459	0.0966	5.1618	0.1428	0.1881	0.1282	0.2461	822833	759.07	4.498	0.8714	1322	1182	1198	1199	good
F_827_PF01261_1	228	56	37	135	16.23	0.0017	0.04	0.0725	0.11	0.153	0.1978	0.2467	0.3091	0.3965	0.5136	1.0173	0.0009	0.0198	0.0327	0.0515	0.0693	0.0963	0.1161	0.1452	0.1886	0.2511	0.5383	0	0.0063	0.0121	0.019	0.0265	0.0344	0.0428	0.0527	0.0671	0.0885	0.212	5.3116	0.328	0.6405	0.5724	0.2543	137668	720.77	3.801	0.7156	1225	829	1011	1098	good
F_829_PF00226_1	70	3	14	53	20	0	0.03	0.0632	0.1	0.1384	0.1756	0.2123	0.2464	0.317	0.3975	0.897	0	0.0217	0.0452	0.0621	0.086	0.1136	0.1414	0.1708	0.2145	0.2762	0.6453	0.0001	0.0074	0.0171	0.0256	0.0357	0.048	0.0619	0.0785	0.0986	0.1279	0.3026	4.9812	0.484	1.3431	1.222	0.2387	49978	892.46	2.99	0.6003	1202	644	803	897	good
F_831_PF01026_2	463	217	24	222	5.18	0.0001	0.03	0.0786	0.13	0.17	0.2208	0.2671	0.328	0.4216	0.5565	1.7891	0	0.0135	0.0248	0.0396	0.0563	0.0723	0.0965	0.1202	0.1543	0.1898	0.382	0.0001	0.0045	0.0086	0.0133	0.0176	0.0245	0.0308	0.039	0.0511	0.0665	0.1591	5.9514	0.506	0.3493	0.2444	0.2836	246275	560.99	7.163	1.2036	1279	997	1095	1146	good
F_832_PF00590_1	248	38	55	155	22.18	0.0005	0.03	0.0619	0.09	0.1205	0.1531	0.1874	0.2318	0.274	0.3376	0.7439	0.0003	0.0122	0.0231	0.033	0.0463	0.0613	0.0794	0.0976	0.1213	0.1491	0.2713	0	0.0047	0.0101	0.0164	0.023	0.0291	0.0375	0.0467	0.0575	0.0768	0.1534	5.208	0.1821	0.4265	0.3523	0.2483	141978	735.64	3.403	0.6534	1319	947	1057	1105	good
F_833_PF00224_1	349	82	131	136	37.54	0.0007	0.04	0.0729	0.12	0.1628	0.2072	0.2709	0.3444	0.4353	0.6046	1.5899	0.0004	0.0159	0.029	0.0488	0.0676	0.0864	0.1147	0.1449	0.1935	0.25	0.6398	0	0.0053	0.0113	0.0174	0.0232	0.0307	0.0388	0.047	0.0594	0.0753	0.1734	4.9546	0.0416	0.4340	0.3971	0.2366	147134	674.93	1.534	0.3096	1307	1045	1125	1155	good
F_834_PF00571_2	68	14	3	51	4.41	0.0017	0.03	0.0605	0.09	0.1296	0.1663	0.2007	0.2459	0.2966	0.4074	1.23	0.0017	0.0195	0.0372	0.058	0.0808	0.1163	0.1481	0.1809	0.2193	0.2767	0.5943	0	0.0079	0.0154	0.0234	0.0334	0.0443	0.0598	0.079	0.1005	0.1319	0.2682	5.6434	0.6193	1.4484	1.0135	0.272	38795	596.85	3.69	0.6539	1182	551	754	890	good
F_835_PF00428_1	86	8	15	63	17.44	0.0006	0.02	0.054	0.08	0.1161	0.1576	0.1875	0.2303	0.2876	0.4002	0.9587	0.0004	0.0187	0.0423	0.0653	0.0923	0.1236	0.1557	0.1913	0.2541	0.3297	0.7975	0	0.0109	0.022	0.0329	0.0452	0.0585	0.0736	0.0905	0.1129	0.1525	0.3161	5.4404	0.5496	1.8911	1.7378	0.2612	48362	681.15	2.933	0.5391	1079	503	621	751	bad
F_836_PF00675_2	124	27	21	76	16.94	0.0016	0.03	0.0626	0.1	0.1345	0.1691	0.2032	0.25	0.33	0.4805	1.0719	0.001	0.0158	0.0313	0.0542	0.0804	0.1048	0.1363	0.1711	0.2192	0.318	0.542	0.0001	0.0082	0.0163	0.0254	0.034	0.0435	0.0534	0.0692	0.0842	0.112	0.2226	5.1926	0.3615	1.1669	0.9423	0.2497	69875	678.4	2.89	0.5566	1224	682	797	882	bad
F_838_PF00687_1	212	12	101	99	47.64	0.0001	0.03	0.0659	0.09	0.1332	0.173	0.214	0.2635	0.3433	0.408	0.8465	0	0.0136	0.0279	0.0452	0.0644	0.0848	0.1056	0.1291	0.1645	0.2194	0.6749	0	0.0053	0.012	0.0185	0.025	0.0333	0.0421	0.0547	0.071	0.0965	0.1973	4.5024	0.0573	0.7420	0.6926	0.2151	93017	837.99	1.251	0.2779	1334	986	1110	1155	good
F_839_PF06391_1	210	121	9	80	4.29	0.0002	0.03	0.0661	0.09	0.1263	0.1693	0.226	0.2796	0.3362	0.409	0.9406	0.0002	0.0178	0.0397	0.0604	0.0796	0.1029	0.1451	0.1917	0.2479	0.3263	0.8391	0.0002	0.0079	0.0173	0.0273	0.0361	0.0462	0.059	0.0727	0.0984	0.1334	0.3117	5.3592	2.7617	1.3302	1.0689	0.2577	127623	634.94	7.722	1.4409	1136	793	919	964	good
F_840_PF01150_1	481	229	65	187	13.51	0.0022	0.03	0.0662	0.11	0.138	0.1835	0.2252	0.2711	0.3415	0.5253	1.8755	0.0002	0.0096	0.0189	0.03	0.0433	0.0549	0.0702	0.0899	0.1111	0.1704	0.5064	0	0.003	0.006	0.0097	0.0145	0.0211	0.0288	0.0371	0.0489	0.0639	0.125	5.0246	0.126	0.3286	0.2679	0.2397	255401	613.94	3.111	0.6192	1238	950	1046	1106	good
F_841_PF02880_1	124	5	54	65	43.55	0.0006	0.03	0.0641	0.1	0.1231	0.145	0.1786	0.2162	0.2745	0.3524	0.7379	0.0004	0.0182	0.0336	0.0506	0.0642	0.0824	0.0988	0.1226	0.1465	0.1828	0.4682	0	0.0069	0.0142	0.0223	0.0303	0.0387	0.0491	0.0612	0.074	0.0945	0.2437	5.3102	0.074	0.6570	0.6409	0.2548	43058	615.11	1.782	0.3356	1262	754	934	1024	good
F_842_PF01912_1	202	4	111	87	54.95	0.0015	0.04	0.0775	0.12	0.1467	0.2031	0.2656	0.313	0.3997	0.5496	1.0525	0.0006	0.0193	0.0411	0.0622	0.0789	0.1005	0.127	0.1623	0.1989	0.2627	0.7453	0	0.0047	0.0125	0.0218	0.0283	0.0358	0.0442	0.0565	0.0745	0.0997	0.1871	4.6088	0.024	0.8534	0.656	0.2213	62326	684.9	0.773	0.1677	1315	834	987	1063	good
F_844_PF00632_3	308	15	156	137	50.65	0.0004	0.03	0.0595	0.09	0.1121	0.1452	0.1847	0.223	0.2735	0.3425	1.008	0.0002	0.0081	0.0224	0.0342	0.0483	0.0611	0.0845	0.1079	0.141	0.1726	0.3263	0	0.005	0.0107	0.0162	0.023	0.0308	0.0393	0.0503	0.0624	0.0839	0.1709	5.0316	0.0332	0.5253	0.4325	0.2401	102934	677.2	1.265	0.2514	1243	955	1044	1107	good
F_845_PF03105_1	336	244	9	83	2.68	0.0002	0.03	0.0535	0.08	0.1075	0.1336	0.168	0.2057	0.2599	0.3321	0.7551	0.0001	0.016	0.0296	0.0427	0.0618	0.0811	0.1009	0.1295	0.1706	0.2333	0.5709	0	0.0078	0.0162	0.0239	0.0324	0.0427	0.0537	0.0685	0.0866	0.1182	0.2476	4.9182	1.7378	1.3145	0.853	0.2376	124324	380.2	5.655	1.1498	1282	928	1012	1105	bad
F_847_PF00270_3	172	0	76	96	44.19	0.0015	0.03	0.0536	0.09	0.126	0.1667	0.215	0.2897	0.4212	0.5261	1.1488	0.0004	0.0114	0.0223	0.0384	0.0586	0.0753	0.0949	0.1145	0.1681	0.2452	0.5766	0	0.0044	0.0089	0.0147	0.0214	0.0294	0.0381	0.0501	0.0672	0.0996	0.2156	4.9266	0.0598	0.7666	0.6147	0.2372	67536	703.5	1.376	0.2793	1313	916	1068	1142	good
F_848_PF00069_5	309	24	167	118	54.05	0.0023	0.04	0.0719	0.1	0.1403	0.1772	0.2254	0.3064	0.3981	0.5278	0.9552	0.0007	0.0152	0.0292	0.0412	0.06	0.0731	0.094	0.1215	0.1502	0.1874	0.3581	0	0.0048	0.0095	0.0148	0.0208	0.0281	0.0361	0.0454	0.0588	0.0749	0.1842	4.6774	0.0346	0.5118	0.4367	0.2238	124312	875.44	1.216	0.26	1300	936	1026	1060	good
F_849_PF00281_1	54	2	42	10	77.78	0	0	0.0424	0.12	0.1659	0.2169	0.3058	0.3962	0.582	1.6668	14.1162	0	0.0051	0.0329	0.1402	0.1814	0.21	0.2534	0.3203	0.4239	0.5266	1.3318	0	0.0004	0.002	0.0047	0.0078	0.0133	0.0216	0.1219	0.1759	0.2208	0.6843	3.7758	0.0338	5.6860	4.5141	0.1878	9688	807.33	0.291	0.0771	1087	339	504	717	bad
F_850_PF00271_17	89	5	39	45	43.82	0.0007	0.03	0.0593	0.08	0.1013	0.132	0.1598	0.1894	0.2349	0.2861	0.8722	0.0001	0.0123	0.0274	0.043	0.0612	0.0812	0.1024	0.1256	0.1641	0.2233	0.4934	0	0.0065	0.0129	0.0215	0.0314	0.0429	0.0549	0.0689	0.0917	0.1212	0.3975	4.3008	0.3052	1.6144	1.1207	0.2117	58933	1178.66	1.87	0.4348	1289	899	1085	1127	good
F_851_PF00009_4	216	101	54	61	25	0.0004	0.03	0.0644	0.09	0.1329	0.176	0.2102	0.2563	0.3055	0.3901	0.7727	0.0003	0.0208	0.0362	0.0595	0.086	0.1155	0.1387	0.1767	0.2276	0.3262	0.9697	0	0.0076	0.0158	0.0242	0.0337	0.046	0.0591	0.0755	0.0987	0.1333	0.4662	4.4198	0.1032	2.1342	1.4815	0.2126	78949	487.34	0.972	0.2199	1229	722	867	988	good
F_852_PF00173_3	108	26	26	56	24.07	0.0012	0.03	0.0486	0.08	0.1094	0.1364	0.166	0.1994	0.2514	0.319	0.6622	0.0007	0.0169	0.0325	0.0496	0.07	0.0917	0.1154	0.1412	0.1742	0.2315	0.672	0	0.009	0.0182	0.0289	0.0382	0.0492	0.0644	0.0793	0.096	0.1269	0.2793	4.886	0.5674	1.3513	1.1873	0.2345	69052	842.1	3.166	0.648	1236	642	771	957	good
F_853_PF03765_1	73	14	7	52	9.59	0.0005	0.03	0.0534	0.08	0.1108	0.14	0.1709	0.2194	0.2665	0.3507	0.8247	0.0004	0.0237	0.0445	0.0674	0.0972	0.1216	0.1495	0.1885	0.2461	0.3135	0.7446	0.0003	0.0095	0.0226	0.0351	0.0478	0.0623	0.0796	0.098	0.1206	0.1575	0.3227	5.558	2.299	1.9118	1.6071	0.2688	42529	644.38	6.095	1.0966	1176	558	742	886	good
F_855_PF00027_3	169	81	9	79	5.33	0	0.02	0.0607	0.09	0.1192	0.1536	0.1911	0.2297	0.3016	0.3948	0.8451	0	0.0089	0.0209	0.0347	0.0481	0.0653	0.0859	0.1105	0.142	0.1864	0.348	0	0.0054	0.0111	0.0161	0.0228	0.0289	0.0375	0.0487	0.0615	0.0834	0.2375	5.0568	0.6078	0.7429	0.4495	0.2415	85903	536.89	4.574	0.9045	1296	966	1104	1150	good
F_856_PF13181_1	36	11	0	25	0	0	0.02	0.0428	0.06	0.0792	0.1058	0.1355	0.1607	0.1945	0.2438	0.4335	0	0.0242	0.0559	0.0824	0.1191	0.1743	0.2137	0.2696	0.3278	0.4806	1.1839	0	0.0067	0.0262	0.0479	0.0767	0.1079	0.1477	0.1846	0.2292	0.3082	0.8525	5.425	46.4971	6.8367	4.1107	0.2644	22717	631.03	14.148	2.6079	958	356	513	661	bad
F_857_PF00109_1	246	12	116	118	47.15	0.0011	0.03	0.0554	0.08	0.1114	0.1508	0.1986	0.2548	0.322	0.4266	0.86	0.0005	0.0121	0.0263	0.0454	0.0621	0.0795	0.0976	0.133	0.17	0.2227	0.5109	0	0.0072	0.0129	0.0195	0.0269	0.036	0.0461	0.0579	0.0725	0.1006	0.245	4.8818	0.0608	0.8152	0.6674	0.2331	89820	690.92	1.333	0.2731	1271	900	1041	1108	good
F_858_PF01193_2	308	52	81	175	26.3	0	0.03	0.0618	0.09	0.1126	0.1373	0.1654	0.1926	0.2266	0.2861	0.6899	0	0.0123	0.0232	0.0349	0.0474	0.057	0.079	0.0958	0.1103	0.1492	0.2899	0	0.0045	0.0104	0.0164	0.0225	0.0294	0.0392	0.0499	0.0628	0.0875	0.1829	5.2556	0.1783	0.6034	0.516	0.2548	175290	772.2	2.857	0.5436	1291	889	1035	1120	good
F_859_PF08142_1	91	3	35	53	38.46	0.0004	0.05	0.0874	0.12	0.1642	0.204	0.2417	0.313	0.4087	0.6034	1.371	0.0003	0.0211	0.0377	0.0626	0.0885	0.1146	0.144	0.1833	0.2536	0.3345	0.6109	0.0001	0.0064	0.0123	0.0204	0.0306	0.0403	0.049	0.0587	0.0753	0.0998	0.2741	4.417	0.2076	1.0752	0.993	0.2117	54638	975.68	1.941	0.4394	1203	711	828	899	good
F_860_PF00344_1	386	2	165	219	42.75	0.0002	0.04	0.0887	0.15	0.1964	0.2438	0.2857	0.3619	0.4616	0.6802	1.3939	0.0001	0.0099	0.0209	0.0347	0.0467	0.0642	0.0732	0.0963	0.1252	0.1963	0.6117	0	0.0033	0.0065	0.0095	0.013	0.0173	0.0221	0.0282	0.0376	0.0512	0.1521	4.648	0.0229	0.2658	0.254	0.2216	157632	713.27	1.364	0.2935	1329	1025	1076	1130	good
F_861_PF00490_1	335	11	124	200	37.01	0.0001	0.04	0.07	0.11	0.1521	0.182	0.2391	0.3426	0.4614	0.6006	1.4226	0	0.0097	0.0201	0.0349	0.0475	0.0635	0.0907	0.1189	0.1692	0.2269	0.4263	0	0.004	0.0077	0.0119	0.0169	0.0235	0.0303	0.0382	0.0491	0.0636	0.1668	5.026	0.0624	0.3627	0.3504	0.2406	168855	800.26	2.085	0.4148	1285	919	1002	1066	good
F_862_PF02786_5	204	2	137	65	67.16	0.0012	0.03	0.0766	0.12	0.1576	0.1995	0.2566	0.3226	0.3921	0.5179	1.006	0.0004	0.0125	0.0308	0.045	0.0631	0.0814	0.1068	0.1312	0.1562	0.2099	0.4012	0	0.0053	0.0113	0.0164	0.0222	0.0287	0.0366	0.0441	0.0558	0.0761	0.17	4.473	0.0193	0.5732	0.5524	0.2134	73585	1098.28	0.821	0.1835	1258	828	954	1009	good
F_864_PF00995_4	748	225	88	435	11.76	0.0017	0.05	0.0916	0.14	0.1981	0.2541	0.3251	0.3734	0.456	0.5914	1.8593	0.0003	0.0086	0.0165	0.0259	0.0394	0.0497	0.0621	0.0781	0.1018	0.132	0.402	0	0.002	0.0048	0.0076	0.0104	0.0143	0.0182	0.0231	0.0298	0.0391	0.0953	5.2472	0.0888	0.1810	0.115	0.2518	447448	677.95	3.675	0.7004	1333	1000	1063	1091	good
F_866_PF02230_1	253	62	28	163	11.07	0.0001	0.02	0.0482	0.08	0.1071	0.1357	0.1738	0.2061	0.248	0.3337	0.6595	0.0001	0.0113	0.0222	0.0369	0.0518	0.0709	0.0897	0.1115	0.1507	0.2003	0.3827	0	0.0066	0.013	0.0204	0.0286	0.0377	0.0494	0.0609	0.0762	0.1007	0.2259	5.2836	0.8754	0.7620	0.6187	0.2527	161249	716.66	5.663	1.0718	1279	966	1054	1116	good
F_868_PF00454_1	252	1	118	133	46.83	0.0002	0.03	0.059	0.1	0.1439	0.1926	0.2587	0.3451	0.4227	0.5813	1.0784	0.0001	0.0141	0.0286	0.0493	0.0639	0.0913	0.1182	0.1566	0.1982	0.2783	0.6063	0	0.0062	0.0133	0.0194	0.0265	0.0341	0.0434	0.0557	0.0683	0.087	0.1809	5.2682	0.042	0.7631	0.57	0.2531	82728	617.37	1.236	0.2346	1286	768	974	1078	good
F_869_PF00999_2	435	24	128	283	29.43	0.0002	0.02	0.0481	0.07	0.094	0.1258	0.1551	0.1812	0.2164	0.3687	1.4018	0	0.0077	0.0149	0.0218	0.0296	0.0405	0.0506	0.0664	0.0843	0.1103	0.2751	0	0.0033	0.0078	0.0125	0.0174	0.0227	0.0289	0.0372	0.0465	0.0604	0.1377	5.3914	0.064	0.2839	0.2834	0.257	214670	699.25	2.56	0.4748	1243	845	943	988	good
F_870_PF03256_1	255	122	19	114	7.45	0.0001	0.03	0.0635	0.09	0.134	0.1653	0.2111	0.253	0.3352	0.5373	1.0712	0	0.015	0.0317	0.0465	0.065	0.0809	0.1104	0.1549	0.2113	0.3235	0.7112	0	0.0068	0.0137	0.0213	0.0299	0.0397	0.0492	0.0595	0.0761	0.1013	0.199	4.8832	1.6162	0.8683	0.6288	0.2342	161304	683.49	6.662	1.3643	1254	901	988	1062	good
F_871_PF04488_1	106	21	12	73	11.32	0.0022	0.03	0.0668	0.1	0.1344	0.1741	0.2264	0.2653	0.3477	0.4748	1.2162	0.0012	0.0243	0.0437	0.0666	0.0888	0.1185	0.1508	0.1812	0.2184	0.2997	0.6996	0	0.0087	0.018	0.0274	0.0364	0.0463	0.0576	0.0735	0.0935	0.1235	0.3069	5.4488	1.0775	1.4840	1.0468	0.2615	63120	671.49	4.643	0.8521	1192	623	874	989	good
F_872_PF00350_2	183	8	88	87	48.09	0.0007	0.03	0.0679	0.11	0.1398	0.1856	0.2372	0.306	0.4076	0.5419	1.0139	0.0003	0.0151	0.0319	0.0514	0.0722	0.0945	0.1185	0.145	0.1954	0.2625	0.5031	0	0.0072	0.0133	0.0201	0.0273	0.0345	0.0438	0.0552	0.0685	0.0898	0.2236	5.124	0.057	0.6359	0.573	0.2453	65162	685.92	1.534	0.2994	1144	825	936	1014	good
F_873_PF08271_1	45	3	14	28	31.11	0.0032	0.05	0.0907	0.13	0.1689	0.225	0.2901	0.3418	0.4511	0.5766	1.3701	0.0018	0.0274	0.0554	0.0807	0.117	0.1614	0.2148	0.2668	0.3377	0.4706	1.0651	0	0.0083	0.0161	0.0255	0.0364	0.0488	0.0644	0.0816	0.1046	0.139	0.3069	4.3974	0.5523	1.9160	1.1314	0.2108	27951	901.65	2.361	0.5369	1255	627	817	975	bad
F_876_PF00076_3	71	0	18	53	25.35	0.0005	0.04	0.0783	0.11	0.1483	0.2041	0.2464	0.3029	0.349	0.4939	1.3343	0.0003	0.0209	0.0387	0.0593	0.083	0.1105	0.1346	0.1747	0.2305	0.3028	0.68	0	0.0069	0.0136	0.0221	0.0293	0.0389	0.0491	0.0629	0.081	0.1081	0.2934	4.613	0.4436	1.4257	1.299	0.222	50886	960.11	2.573	0.5578	1112	563	718	845	bad
F_878_PF00389_1	324	12	166	146	51.23	0.0023	0.04	0.0709	0.12	0.1594	0.1978	0.2386	0.2815	0.3738	0.4936	1.2162	0.001	0.0151	0.0284	0.0473	0.063	0.0768	0.0931	0.1177	0.1429	0.1784	0.4884	0.0001	0.005	0.0096	0.0152	0.0205	0.0273	0.0355	0.0451	0.0567	0.0723	0.1468	5.1184	0.0301	0.4828	0.4703	0.2441	122729	776.77	1.278	0.2497	1189	744	890	977	good
F_880_PF00004_13	136	4	107	25	78.68	0	0.02	0.0399	0.11	0.1364	0.1797	0.2241	0.28	0.3723	0.4427	0.9383	0	0.0092	0.0251	0.061	0.0889	0.1138	0.1501	0.1843	0.2405	0.293	0.5942	0	0.0022	0.0078	0.0249	0.0363	0.0461	0.0571	0.0732	0.0895	0.1242	0.2406	4.4786	0.0132	1.3801	1.2401	0.2173	26260	905.52	0.438	0.0978	1233	613	803	925	good
F_881_PF04180_1	590	389	27	174	4.58	0.0001	0.03	0.0727	0.1	0.1433	0.1908	0.258	0.3184	0.3982	0.5594	1.085	0	0.0092	0.0206	0.0324	0.048	0.0674	0.0859	0.1104	0.1394	0.1856	0.3908	0	0.0047	0.0087	0.0134	0.0177	0.0229	0.0291	0.0359	0.0468	0.059	0.1252	4.8524	0.422	0.3283	0.2865	0.2305	377870	671.17	5.501	1.1337	1292	880	950	1007	good
F_882_PF00133_2	634	352	125	157	19.72	0.0006	0.04	0.0623	0.09	0.1243	0.1564	0.1934	0.2295	0.2832	0.3745	0.7867	0.0002	0.0116	0.0222	0.0316	0.044	0.0524	0.0668	0.0856	0.1108	0.1405	0.2752	0	0.0046	0.0094	0.0139	0.0183	0.0247	0.0311	0.0381	0.0485	0.0647	0.1434	5.033	0.0539	0.3465	0.3572	0.2399	277507	545.2	1.985	0.3944	1338	1000	1063	1089	good
F_884_PF05191_1	37	1	22	14	59.46	0.0002	0.02	0.0378	0.08	0.1209	0.1578	0.2106	0.2659	0.316	0.4141	0.9918	0.0003	0.022	0.0517	0.1028	0.1543	0.1923	0.2537	0.3382	0.4179	0.5325	0.8948	0.0001	0.01	0.0277	0.0509	0.0715	0.0896	0.112	0.1448	0.1816	0.2446	0.6082	5.5846	0.2305	5.6378	4.9158	0.2726	9184	612.27	1.129	0.2022	965	212	346	521	bad
F_885_PF00118_5	506	16	242	248	47.83	0.003	0.05	0.0777	0.12	0.1593	0.2088	0.2565	0.3153	0.4005	0.5381	1.6173	0.001	0.0131	0.0253	0.0344	0.0484	0.063	0.0793	0.0966	0.1208	0.1716	0.3209	0	0.0034	0.0072	0.0105	0.0154	0.0204	0.0264	0.0343	0.0437	0.0571	0.2035	4.8734	0.0182	0.2705	0.3435	0.233	195587	740.86	1.264	0.2594	1295	961	1047	1128	good
F_886_PF00383_1	161	78	10	73	6.21	0.0001	0.03	0.0674	0.1	0.129	0.1643	0.1982	0.241	0.3025	0.4039	1.359	0.0001	0.0192	0.0427	0.0647	0.0846	0.1102	0.1444	0.1819	0.2409	0.3786	1.4456	0	0.0072	0.015	0.0249	0.0351	0.0473	0.0613	0.08	0.1037	0.1378	0.4266	5.6224	1.1562	1.9340	1.1187	0.2688	60644	401.62	4.347	0.7732	1138	718	889	996	good
F_887_PF03719_1	74	1	46	27	62.16	0	0.02	0.0519	0.1	0.1814	0.263	0.3483	0.4388	0.7996	1.1188	3.1166	0	0.0078	0.0149	0.0481	0.0832	0.1043	0.1428	0.1878	0.2361	0.3624	1.0507	0	0.0003	0.0014	0.0042	0.0122	0.0258	0.0356	0.0452	0.0655	0.0874	0.3407	3.6428	0.021	0.8255	0.8917	0.1753	27782	992.21	0.581	0.1595	1238	587	790	978	bad
F_888_PF00501_3	644	382	5	257	0.78	0.0007	0.03	0.0616	0.09	0.1171	0.147	0.1872	0.2384	0.3073	0.404	1.1508	0.0001	0.0079	0.02	0.0292	0.0393	0.0524	0.0689	0.0982	0.1284	0.1773	0.3567	0	0.0045	0.009	0.0141	0.0193	0.0255	0.0314	0.0392	0.0509	0.0684	0.1902	5.4194	1.4545	0.6037	0.3893	0.2602	439267	687.43	8.412	1.5522	1228	818	947	1033	good
F_889_PF04998_2	622	63	145	414	23.31	0.0002	0.03	0.0798	0.11	0.1485	0.191	0.2334	0.3019	0.4302	0.6512	1.9746	0	0.0067	0.016	0.0246	0.0328	0.0454	0.0557	0.0799	0.1104	0.147	0.2971	0	0.0032	0.0065	0.0097	0.0132	0.0164	0.0202	0.0247	0.0322	0.0431	0.0776	5.1086	0.0657	0.1534	0.1406	0.2437	395769	829.7	3.343	0.6544	1329	1006	1099	1146	good
F_891_PF00443_1	906	906	0	0	0	0	0.01	0.0151	0.02	0.0318	0.0421	0.0595	0.0926	0.1346	0.1833	0.3128	0	0.0108	0.023	0.0387	0.0508	0.0709	0.096	0.1302	0.2241	0.5974	17.2929	0.0001	0.006	0.0115	0.018	0.0253	0.0356	0.0481	0.0667	0.0941	0.7466	9.5574	5.2416	5.3064	5.5615	6.2473	0.2264	448748	495.31	5.12	0.9768	1241	961	996	1067	good
F_892_PF00856_2	107	0	43	64	40.19	0	0.02	0.0435	0.07	0.11	0.1361	0.1754	0.2273	0.2856	0.3744	0.6181	0	0.0085	0.0226	0.0397	0.0568	0.0702	0.097	0.1183	0.1475	0.2228	0.4279	0	0.0019	0.0094	0.0167	0.0261	0.035	0.045	0.0557	0.0744	0.1001	0.2487	4.7586	0.1361	1.1251	0.7641	0.2279	48022	750.34	1.655	0.3478	1308	868	1061	1125	good
F_893_PF00382_1	73	2	8	63	10.96	0	0.03	0.0594	0.09	0.1253	0.177	0.2124	0.2612	0.3439	0.4187	0.7252	0	0.0132	0.0337	0.049	0.0725	0.1072	0.1306	0.166	0.2075	0.2574	0.7336	0	0.0029	0.0101	0.0171	0.0271	0.0369	0.053	0.0696	0.0859	0.1181	0.2419	4.5374	0.9135	1.0592	0.8763	0.219	68221	1049.55	4.214	0.9287	1264	830	931	1020	good
F_894_PF09334_2	410	84	71	255	17.32	0.0006	0.03	0.062	0.1	0.13	0.1692	0.2031	0.2512	0.3578	0.4889	1.3586	0.0001	0.0105	0.0229	0.0361	0.0495	0.0646	0.0796	0.1037	0.1342	0.1717	0.323	0	0.005	0.0099	0.015	0.0203	0.0268	0.0334	0.0409	0.052	0.0687	0.1743	5.3522	0.2766	0.3795	0.3813	0.2559	254075	749.48	4.569	0.8537	1279	856	958	991	good
F_895_PF04055_1	213	34	111	68	52.11	0.0001	0.02	0.0577	0.09	0.1333	0.1679	0.205	0.27	0.3351	0.4099	0.6457	0	0.0101	0.0219	0.037	0.0533	0.0701	0.0871	0.1043	0.1241	0.1544	0.6807	0	0.0038	0.009	0.0142	0.0204	0.0276	0.0345	0.044	0.0589	0.0788	0.2109	4.277	0.0174	0.6107	0.5478	0.2047	66831	655.21	0.722	0.1688	1237	848	984	1045	good
F_896_PF13638_1	140	23	29	88	20.71	0.0007	0.02	0.0499	0.08	0.1015	0.1384	0.176	0.2227	0.2884	0.3596	0.8247	0.0004	0.0097	0.0206	0.0302	0.0429	0.0578	0.0696	0.0931	0.1196	0.1702	0.3657	0	0.0038	0.0097	0.0165	0.0228	0.0319	0.0397	0.0513	0.0635	0.0803	0.1418	4.8678	0.1966	0.5242	0.4363	0.2334	91091	820.64	2.981	0.6124	1287	924	1018	1051	good
F_898_PF00493_1	399	48	199	152	49.87	0.0009	0.04	0.0762	0.11	0.1484	0.1838	0.2214	0.2804	0.3514	0.471	1.2127	0.0005	0.0117	0.0248	0.0348	0.0449	0.0605	0.0708	0.0885	0.1194	0.1639	0.2729	0	0.0037	0.0077	0.0126	0.0173	0.022	0.0285	0.0361	0.0463	0.0637	0.1301	5.1982	0.0236	0.3123	0.3176	0.2471	145167	725.84	1.429	0.2749	1332	935	1007	1079	good
